idx,formula,regime,a_site,er_measured,PC1,PC2,PC3,PC4
724,BaTb0.5Ta0.5O3,II,Ba,35.5,2.1142128,0.95095235,1.5832841,0.055123623
725,BaDy0.5Ta0.5O3,II,Ba,34.0,2.1841578,0.8451667,1.5853858,0.06210367
726,BaHo0.5Ta0.5O3,II,Ba,33.5,2.777982,0.43452471,1.0710982,-0.07919732
727,BaY0.5Ta0.5O3,II,Ba,33.0,2.5530472,0.4225363,1.2964083,-0.13328491
728,BaYb0.5Ta0.5O3,Ib,Ba,32.0,1.8809847,-0.40193057,1.2526417,-0.060204558
729,LiBa4NbTa2O12,Ib,Li,30.0,0.44817635,2.4704025,1.5548254,0.6752632
730,BaNi0.0658Zr0.0125Zn0.2633Ta0.6583O3,Ib,Ba,28.3,1.0067011,-3.3195252,-0.7846633,1.0092534
731,CaAl0.4735Nb0.4735Ti0.053O3,II,Ca,23.8,3.367292,-1.90282,-1.0941799,-0.48919073
732,LaMg0.667Nb0.333O3,III,La,26.8,4.8289995,-0.16052397,-1.2007977,-1.5233736
733,SrGa0.5Ta0.5O3,Ib,Sr,27.0,0.6236605,-3.2983696,-0.23458563,0.65507483
734,SrFe0.5Nb0.5O3,II,Sr,44.9,0.25653616,-1.7792511,1.8367513,-0.40188977
735,BaMn0.333Ta0.667O3,Ib,Ba,27.0,3.1227658,-3.3625722,-3.6461103,2.240383
736,BaMn0.3333Ta0.6667O3,Ib,Ba,27.0,3.1230924,-3.3627546,-3.646035,2.2398772
737,BaMg0.2333Ta0.4667Co0.1Nb0.2O3,Ib,Ba,27.0,1.202875,-2.8440266,-0.29593936,-0.22298189
738,CaZr0.2Ti0.8O3,III,Ca,141.0,-9.249459,-2.9144692,-2.7951317,0.15248945
739,CaZr0.3Ti0.7O3,III,Ca,138.0,-9.88347,-2.480409,-3.1153467,-0.25088093
740,CaZr0.4Ti0.6O3,III,Ca,98.0,-7.202623,-0.124347724,-1.0325347,-0.5739884
741,CaAl0.5Nb0.5O3,II,Ca,23.6,3.1960459,-2.0985265,-0.9332944,-0.28051692
742,CaZr0.5Ti0.5O3,III,Ca,59.0,-1.9585385,0.45305172,0.32743537,-0.86880714
743,CaZr0.7Ti0.3O3,III,Ca,38.0,2.0147233,0.42627284,-0.927868,-0.070099026
744,CaZr0.8Ti0.2O3,III,Ca,28.0,3.0994806,0.7360909,-1.516082,0.3594312
745,CaZr0.9Ti0.1O3,III,Ca,42.0,3.1695073,1.710325,-1.0389506,-0.46177843
746,CaZrO3,III,Ca,27.0,3.843445,0.94928837,-1.7640439,0.83780724
747,LaMg0.5Ti0.5O3,III,La,27.6,2.931165,-2.9154036,-0.6276759,-1.1671975
748,La0.9Ca0.1Mg0.45Ti0.55O3,III,La,29.8,2.3600962,-2.9821672,-0.3124699,-1.051181
749,La0.7Ca0.3Mg0.35Ti0.65O3,III,La,37.2,1.3836353,-2.9421597,0.25329956,-0.9633724
750,La0.3Ca0.7Mg0.15Ti0.85O3,III,La,51.2,-1.0306869,-1.5436935,1.7015616,-0.79593164
751,La0.3Ca0.7Mg0.15Ti0.85O3,III,La,58.8,-1.0306869,-1.5436935,1.7015616,-0.79593164
752,La0.1Ca0.9Mg0.05Ti0.95O3,III,La,90.4,-5.855396,1.6196157,-0.36171642,0.31677276
753,La0.1Ca0.9Mg0.05Ti0.95O3,III,La,102.5,-5.855396,1.6196157,-0.36171642,0.31677276
754,CaZr0.6Ti0.4O3,III,Ca,50.0,0.47800443,0.2543876,-0.23259017,-0.5628116
755,BaNi0.0542Zr0.0215Zn0.2720Ta0.6523O3,Ib,Ba,28.4,0.90883964,-3.3052545,-0.64491326,0.9160631
756,La0.5Ca0.5Mg0.25Ti0.75O3,III,La,43.2,1.4038368,-1.9678899,0.5116136,-1.0624415
757,BaNi0.0242Zr0.0425Zn0.2950Ta0.6383O3,Ib,Ba,30.2,0.7190336,-3.2029893,-0.32183233,0.74218404
758,SrPr0.5Ta0.5O3,III,Sr,32.0,2.5879192,0.29269788,-0.39055368,-0.69972986
759,SrNd0.5Ta0.5O3,III,Sr,31.5,1.1466681,1.7484683,0.73462063,-0.73697776
760,SrEu0.5Ta0.5O3,III,Sr,30.0,1.6205074,1.0904075,0.76779366,-0.78056055
761,SrGd0.5Ta0.5O3,III,Sr,29.5,1.6887501,1.1931717,0.7263764,-0.7611408
762,SrTb0.5Ta0.5O3,III,Sr,28.8,1.824436,0.71261567,0.7368353,-0.7524138
763,SrDy0.5Ta0.5O3,III,Sr,28.2,1.979001,0.48081347,0.68773896,-0.7247267
764,SrHo0.5Ta0.5O3,III,Sr,27.7,2.061693,0.24662688,0.64652324,-0.68730146
765,SrY0.5Ta0.5O3,III,Sr,27.5,3.544107,-0.34510675,-0.670383,-0.7058602
766,SrEr0.5Ta0.5O3,III,Sr,27.1,2.1607602,0.028127968,0.58906823,-0.6429017
767,SrYb0.5Ta0.5O3,III,Sr,25.9,3.0345101,-1.0020953,-0.66744155,-0.21744719
768,SrLa0.5Ta0.5O3,III,Sr,31.2,1.843704,0.106806315,-0.18528603,-0.30388954
769,SrPr0.5Nb0.5O3,III,Sr,36.7,0.7131781,0.75458914,0.83407134,-0.5322407
770,SrSm0.5Nb0.5O3,III,Sr,35.5,0.8131379,1.7070762,1.2313111,-0.40558293
771,SrEu0.5Nb0.5O3,III,Sr,34.3,1.0044589,1.3240182,1.2636528,-0.44364852
772,SrGd0.5Nb0.5O3,III,Sr,33.5,1.0720205,1.429313,1.2464032,-0.43013078
773,SrTb0.5Nb0.5O3,III,Sr,32.3,1.1994634,0.9559738,1.2659351,-0.4546262
774,SrDy0.5Nb0.5O3,III,Sr,31.2,1.3546145,0.71886337,1.2348399,-0.46438822
775,SrHo0.5Nb0.5O3,III,Sr,30.6,1.4298159,0.48399693,1.2169131,-0.46590072
776,SrY0.5Nb0.5O3,III,Sr,30.7,1.6775421,0.08472597,1.0273442,-0.86094826
777,SrIn0.5Nb0.5O3,III,Sr,25.0,1.6464183,-1.5955037,0.08528541,0.4485922
778,BaNi0.0417Zr0.0300Zn0.2817Ta0.6467O3,Ib,Ba,29.6,0.8258492,-3.2706847,-0.50956917,0.8376606
779,SrEr0.5Nb0.5O3,III,Sr,31.1,2.0581543,-0.17801742,0.64702934,-0.83398145
780,SrYb0.5Nb0.5O3,III,Sr,29.3,2.1626654,-0.6138712,0.56007534,-0.7885677
781,SrNd0.5Nb0.5O3,III,Sr,36.5,0.88832176,0.8734871,0.8023928,-0.5478348
782,SmZn0.5Ti0.5O3,III,Sm,31.0,3.8030357,-0.83486885,-1.0050557,-1.0922523
783,SrLa0.5Nb0.5O3,III,Sr,36.0,0.6122428,0.892243,0.6176314,-0.30041343
784,Sm0.95Ca0.04Sr0.01Mg0.475Ti0.525O3,III,Sm,26.6,3.1473703,-2.0861712,-0.8130197,-1.394077
785,La5Mg0.5Ti3.5O15,II,La,36.2,2.3447466,-3.2856176,-0.49056947,-0.25905108
786,La5Zn0.5Ti3.5O15,II,La,37.71,2.1267893,-3.3903117,-0.44281697,-0.27684677
787,La5AlTi3O15,II,La,32.98,2.2150357,-3.9782348,-1.183398,-0.139564
788,BaLi0.3889Nb0.5W0.2O3,Ib,Ba,31.0,0.12893665,3.7493427,0.8168599,0.7882771
789,BaNi0.0125Zr0.0500Zn0.3042Ta0.6333O3,Ib,Ba,30.1,0.6685148,-3.1380742,-0.21113111,0.7007355
790,Pb0.16La0.56Mg0.5W0.5O3,III,Pb,28.7,3.5556188,3.6500285,0.21380071,-0.3777325
791,Ba0.95Sr0.05Zn0.475Ga0.025Ta0.6583O3,Ib,Ba,29.0,1.8936107,-2.3976882,-0.50113916,0.27565816
792,BaZr0.0125Zn0.2633Ni0.0658Ta0.6583O3,Ib,Ba,28.2,1.1398294,-2.8690147,-0.58676976,0.44277024
793,BaZr0.0215Zn0.2720Ni0.0542Ta0.6523O3,Ib,Ba,28.7,1.1224883,-2.6898584,-0.4141584,0.34881485
794,BaZr0.0300Zn0.2817Ni0.0417Ta0.6467O3,Ib,Ba,29.3,0.9705148,-2.3632789,-0.77011466,1.0180398
795,BaZr0.0500Zn0.3042Ni0.0125Ta0.6333O3,Ib,Ba,30.7,0.8111067,-2.297824,-0.5520567,0.920448
796,LaMg0.35Zn0.15Ti0.5O3,III,La,29.0,1.4234315,-2.8902798,0.21560545,-1.0032747
797,La0.2Ca0.64Sm0.1067Mg0.1Ti0.9O3,III,La,72.41,-2.804927,1.1658248,1.5895044,0.06498451
798,BaZr0.0425Zn0.2950Ni0.0242Ta0.6383O3,Ib,Ba,29.7,1.1749963,-2.8317323,-1.1435893,1.1262869
799,La0.45Ca0.44Sm0.0733Mg0.225Ti0.775O3,III,La,47.83,-0.20412901,-1.4275529,1.5774984,-0.55540204
800,La0.6Ca0.32Sm0.0533Mg0.3Ti0.7O3,III,La,40.05,0.1589224,-2.7389624,1.354134,-0.54850686
801,Sm0.8Ca0.16Sr0.04Mg0.4Ti0.6O3,III,Sm,30.1,2.4815419,-2.5126398,-0.529516,-1.329293
802,La0.8Ca0.16Sm0.0267Mg0.4Ti0.6O3,III,La,33.56,1.1090709,-2.8826475,0.69084305,-0.7835096
803,BaZr0.05Zn0.32Ta0.63O3,Ib,Ba,30.0,1.5028547,-2.1898143,-0.14740202,0.27048892
804,Sm0.65Ca0.28Sr0.07Mg0.325Ti0.675O3,III,Sm,31.4,1.528939,-2.9954994,-0.032448646,-1.1308427
805,Sm0.5Ca0.4Sr0.1Mg0.25Ti0.75O3,III,Sm,38.7,0.29333064,-3.265647,0.76825565,-0.7930052
806,La0.4Ca0.48Sm0.0800Mg0.2Ti0.8O3,III,La,50.58,-0.20888415,-1.0784928,1.6555939,-0.5518113
807,LaZn0.5Ti0.5O3,III,La,30.0,1.8841988,-2.9514902,-0.19635856,-1.0185875
808,CaSr4Ta2TiO12,II,Ca,45.0,-1.1691413,1.7211986,2.3571517,0.76226336
809,Ba0.7La0.3Zn0.4333Nb0.5667O3,Ib,Ba,44.7,-0.6019571,0.96364284,2.3688989,1.0891695
810,CaLi0.2333Nb0.4667Ti0.3O3,III,Ca,44.7,-0.6412924,4.8631024,-0.48332325,0.04549557
811,SrFe0.5Nb0.5O3,II,Sr,44.9,-0.061628934,-2.1560705,1.8617172,-0.48513392
812,La0.7667Ti0.7Al0.3O3,II,La,44.9,0.9594382,-0.33248076,1.704179,-0.25861698
813,Ca0.7Ti0.7Nd0.3Al0.3O3,II,Ca,45.0,1.6468523,-1.2600085,0.59080774,-0.9314358
814,Ca0.7Ti0.7Sm0.3Al0.3O3,II,Ca,45.0,2.0727847,-1.1040716,0.39751348,-0.9806114
815,BaLa0.5Nb0.5O3,III,Ba,45.0,-1.7026846,1.1017607,2.594721,0.94989884
816,Ca0.6Ti0.6La0.4Ga0.4O3,II,Ca,45.0,1.8201627,-0.27363858,1.2285923,-0.47574073
817,Ca0.2Ti0.2Sr0.8Mg0.2667Nb0.5333O3,II,Ca,45.0,-0.5844156,-2.2239377,2.1108603,-0.3459996
818,BaSr4Nb4O15,Ib,Ba,45.0,-1.7095631,-2.3032846,2.512002,-0.032748356
819,BaY0.3Bi0.2Nb0.5O3,Ib,Ba,44.6,-1.037923,0.6061215,2.5790868,0.95195216
820,SrFe0.5Nb0.5O3,II,Sr,45.0,-0.10603823,-2.047751,1.9137715,-0.45928505
821,Ca0.73Ti0.73Nd0.27Al0.27O3,II,Ca,45.0,2.3071077,-1.0281136,0.13113855,-1.0763044
822,BaPr0.5Nb0.5O3,III,Ba,44.5,-1.403824,1.6990165,2.6667943,1.2923503
823,Sr5Ta4O15,II,Sr,43.5,1.7789251,-2.2554429,-0.015000782,-0.12121014
824,Ba2La2TiNb2O12,II,Ba,44.2,-2.5594485,1.6583254,2.8871753,1.5834783
825,Ba6Nb4TiO18,Ib,Ba,43.0,-0.97129357,-0.7503784,1.7010112,0.08377141
826,Sr4LaTiNb3O15,III,Sr,43.0,-2.6429071,-1.7090929,3.2295332,0.4759401
827,Ca0.65Ti0.65Sm0.35Ga0.35O3,III,Ca,45.0,0.08376003,-0.638953,1.2352278,-0.62021977
828,Ba2La3Ti3NbO15,II,Ba,42.8,-2.4730914,1.7533592,2.9387233,1.5915736
829,Sr6Nb4TiO18,Ib,Sr,43.0,-2.4340088,-3.0672493,2.026256,-0.032691043
830,BaLa4Ti4O15,Ib,Ba,44.4,0.059515014,-4.3475213,0.31390682,-0.26504317
831,CaLa3.5Nd0.5Ti4O15,II,Ca,43.4,1.5396605,-3.5692313,-0.16386108,-0.4404946
832,CaLa4Ti4O15,II,Ca,43.6,1.3995051,-3.8328705,-0.30872887,-0.39197302
833,Ca0.7Nd0.3Ti0.7Al0.3O3,II,Ca,43.7,2.5259988,-0.98512596,0.019417822,-1.0868522
834,Ba0.65La0.35Zn0.45Nb0.55O3,Ib,Ba,43.8,0.045534924,1.2419031,2.3197207,1.0860974
835,Ca2Sr3Ta2TiO12,II,Ca,44.0,-0.89473444,2.0391707,2.1354609,0.7907503
836,BaNd0.5Nb0.5O3,III,Ba,44.0,-1.1198943,1.8266454,2.6549556,1.3141999
837,Ca0.66La0.34Ti0.66Al0.34O3,II,Ca,44.0,1.1258012,-1.5613521,0.80736804,-0.8604951
838,Ca0.6Nd0.4Ti0.6Ga0.4O3,III,Ca,44.0,0.49301276,-0.48621073,1.1704992,-0.5664954
839,Ba3LaNb3O12,Ib,Ba,43.5,-2.2082324,2.266728,2.4648206,1.4529212
840,BaGd0.3Bi0.2Nb0.5O3,II,Ba,47.9,-0.2690415,1.1677675,2.381614,0.82890356
841,La0.48Co0.24Ti0.76Ca0.52O3,III,La,45.0,-0.001783913,-2.8779576,1.0312515,-0.72783047
842,Ba0.6Ca0.4La4Ti4O15,II,Ba,47.7,0.9036322,-3.699461,0.26789078,-0.3160043
843,Ba5SrNb4TiO18,Ib,Ba,47.9,-2.3873641,-0.64909995,2.12711,0.3223
844,Ca0.65Ti0.65La0.35Ga0.35O3,II,Ca,48.0,1.8877083,-0.32552698,1.0269232,-0.7469497
845,Ba4SrNb4O15,Ib,Ba,48.0,-1.0746409,0.49097592,2.1637995,0.26181367
846,CaTi0.34Mg0.22Nb0.44O3,III,Ca,48.0,-0.32203037,0.9676283,0.769933,-0.8172728
847,CaLa8Ti9O31,II,Ca,48.6,-1.0595713,3.2437694,2.1471,1.144406
848,BaDy0.3Bi0.2Nb0.5O3,II,Ba,48.6,0.23115496,1.0103077,2.250861,0.72613126
849,Ca0.64Ti0.64La0.36Ga0.36O3,II,Ca,48.7,1.4553076,-0.30128357,1.3822403,-0.42683247
850,BaLa3Ti2NbO12,III,Ba,42.4,-3.0516496,1.806554,2.7295542,1.6851436
851,Ca0.7Ti0.7Nd0.3Ga0.3O3,III,Ca,49.0,-0.48307315,-0.8711083,1.5225048,-0.56073815
852,Ca0.65Ti0.65Nd0.35Ga0.35O3,III,Ca,45.0,1.1355538,-0.59434855,0.83754474,-0.8850815
853,Ba0.57Sr0.38La3.8Ti4.15O13.1,Ib,Ba,47.4,-0.9130916,0.7715689,2.3758156,0.5587728
854,CaTi0.4Mg0.2Nb0.4O3,III,Ca,47.3,-0.9756642,0.92421275,1.009799,-0.6728623
855,Nd0.5Zn0.25Ti0.75Ca0.5O3,III,Nd,45.0,0.62418884,-2.0970736,0.8145771,-0.9592911
856,BaMn0.5Ti0.5O3,Ib,Ba,45.0,-1.1969508,-1.0011388,2.119559,0.087925844
857,Ca0.71Ti0.71Nd0.29Al0.29O3,II,Ca,45.1,1.5157714,-1.2388675,0.6692998,-0.9200117
858,CaMg0.1833Ta0.3667Ti0.45O3,III,Ca,45.1,0.5632659,1.3164359,0.038052876,-1.1958139
859,BaEr0.3Bi0.2Nb0.5O3,Ib,Ba,46.1,-1.0209237,0.5248587,2.5373986,0.9576362
860,BaLa4Ti4O15,Ib,Ba,46.3,0.071104355,-4.325867,0.3033196,-0.25866678
861,Ba0.2Sr0.8La4Ti4.2O15,II,Ba,46.4,1.074124,-4.464113,-0.7026145,-0.35807577
862,Ba3La3Ti4NbO18,II,Ba,47.4,-2.848819,1.3414353,2.9627988,1.5090799
863,Ba.25Sr0.75La3Ti3NbO15,III,Ba,46.8,-4.330584,1.0716399,2.5216734,1.5651172
864,Ba0.5Ca0.5Sc0.5Nb0.5O3,II,Ba,46.9,1.7965788,1.6973978,1.4641263,0.095642075
865,Ca0.65Ti0.65La0.35Ga0.35O3,II,Ca,47.0,1.8152716,-0.3987071,1.0420872,-0.7644867
866,Ba.25Sr0.75La3Ti3NbO15,III,Ba,47.0,-4.330584,1.0716399,2.5216734,1.5651172
867,Ba.75Sr0.25La3Ti3NbO15,Ib,Ba,47.0,-1.4447061,0.9017647,2.5615704,0.6540828
868,SrGa0.35Nb0.35Ti0.3O3,Ib,Sr,46.6,-2.9210315,-3.2302837,2.760742,-0.18127294
869,Ba0.95La0.05Zn0.35Nb0.65O3,Ib,Ba,42.4,-1.3483937,-0.5545797,2.1637056,0.5596245
870,Ba4LaTiTa3O15,Ib,Ba,42.3,-2.5552223,-1.222462,2.9609125,0.5924512
871,CaZr0.7Ti0.3O3,III,Ca,38.0,1.518241,0.2046789,-0.17625652,-0.60656184
872,BaSm0.5Ta0.5O3,II,Ba,38.0,1.8062431,1.6483339,1.7565925,0.4538442
873,BaHo0.5Nb0.5O3,II,Ba,38.0,1.1034881,0.9520585,2.234728,0.6904802
874,SrPr0.5Nb0.5O3,III,Sr,38.0,0.71868813,0.14437452,1.0194842,-0.8155607
875,CaLi0.2667Nb0.5333Ti0.2O3,III,Ca,38.6,0.57816404,4.5963316,-0.56402755,-0.06804489
876,CaFe0.5Nb0.5O3,III,Ca,38.6,3.711115,2.2553215,-1.1253529,-0.72570187
877,BaEu0.5Ta0.5O3,II,Ba,38.8,1.8820882,1.342839,1.7207518,0.40301725
878,BaDy0.5Nb0.5O3,II,Ba,38.9,1.0485982,0.9262617,2.24067,0.67719775
879,Ba.5Sr.5LaNb3O12,Ib,Ba,38.9,0.75199014,4.07201,1.5609407,0.9509552
880,Ba3.0Zn0.993Nb.986W0.014O9,Ib,Ba,39.0,-0.90901285,3.682978,1.762525,2.0812457
881,BaTb0.5Nb0.5O3,II,Ba,39.0,0.9299698,0.95744216,2.2592592,0.67715204
882,Ca4SrTa2TiO12,III,Ca,39.0,0.7192401,4.8513045,0.22013761,0.5581927
883,Sr2La2TiNb2O12,III,Sr,39.0,-3.3538346,1.5530837,2.1215599,1.0426791
884,BaDy0.5Ta0.5O3,II,Ba,39.1,1.9040034,0.94647247,1.7299303,0.41534236
885,La6ZnTi4O18,III,La,37.7,0.76564795,-3.8436954,0.11256227,-0.3458486
886,Ba5SrNb4ZrO18,Ib,Ba,37.6,-0.02242543,-2.5637898,0.9511199,-0.48762757
887,BaSm0.5Ta0.5O3,II,Ba,37.6,1.8110081,1.5030904,1.7133588,0.15478988
888,BaCo0.3Y0.05Nb0.65O3,Ib,Ba,37.0,-0.8507227,-2.028094,1.5149122,0.10321191
889,Ca0.35La0.65Ti0.35Al0.65O3,Ia,Ca,37.0,3.8131669,-1.1928216,-0.6066113,-1.1826701
890,Ca0.66Ti0.66La0.17Nd0.17Ga0.34O3,III,Ca,49.0,-0.14644408,-0.9517182,1.3739564,-0.61455214
891,BaY0.5Nb0.5O3,II,Ba,37.0,0.9929805,0.7628638,2.2997973,0.6493469
892,Ca4.18Co0.82Nb2TiO12,III,Ca,37.0,1.31337,-3.924912,-1.6327881,-0.4445048
893,Ca4.85Zn0.15Ta2TiO12,III,Ca,37.0,-0.24683657,4.3531823,-0.061412074,0.31362003
894,Ca4.82Mg0.18Ta2TiO12,III,Ca,37.0,0.2066651,4.354477,-0.15352039,0.06769145
895,Sr2La4Ti5O18,II,Sr,39.2,0.56379837,-4.446361,-0.4019887,-0.1339688
896,Ca0.6Nd0.4Ti0.6Al0.4O3,II,Ca,37.2,2.6602564,-1.2875856,-0.03461912,-0.9869802
897,BaIn0.5Ta0.5O3,Ib,Ba,37.2,1.031639,0.56605595,1.3311479,1.2698882
898,BaY0.5Ta0.5O3,II,Ba,37.3,1.7815287,0.95930684,1.9215325,0.43859112
899,Ca0.6Sr0.5Al0.3Nb0.3Ti0.5O3.3,Ib,Ca,37.3,-1.4153637,-3.512606,1.2147605,-0.7272903
900,BaLa0.5Nb0.5O3,III,Ba,37.4,-1.3150567,0.9117825,2.422219,0.9263842
901,Ba4LiNb3O12,Ib,Ba,37.0,-0.277164,3.1576033,1.6221284,1.0528169
902,Sr0.92Li0.23Nb0.69Ti0.08O3,III,Sr,42.3,-0.90224427,2.3094592,2.0105534,0.85241354
903,Ba3LaTa3O12,Ib,Ba,39.4,-1.0370014,2.6744816,2.1040113,1.5003445
904,BaZn0.25Ti0.25Ta0.5O3,Ib,Ba,39.6,-1.6473142,-2.9264047,1.2750734,-0.123753004
905,BaZn0.3333Nb0.6667O3,Ib,Ba,41.1,-0.69768906,-1.0602905,1.9828993,0.32928798
906,CaTi0.5Al0.25Ta0.25O3,II,Ca,41.4,1.8464863,-0.92957497,0.2746698,-0.885599
907,BaNd0.5Nb0.5O3,III,Ba,41.9,-1.1652328,1.9631879,2.638506,1.3797133
908,Ca0.67Nd0.33Ti0.67Al0.33O3,II,Ca,42.0,2.0028775,-1.2964803,0.37335077,-0.9574158
909,Ca4.38Ni0.62Nb2TiO12,III,Ca,42.0,-0.63084805,4.327895,-0.10036963,-0.17748259
910,BaZn0.3167Nb0.6333Zr0.05O3,Ib,Ba,42.0,-1.5310988,-1.6400253,2.2951021,0.050415084
911,Ca3Sr2Ta2TiO12,II,Ca,42.0,1.1044548,4.705778,0.5963449,0.7882452
912,Ba0.8Sr0.2Zn0.3133Ta0.6267Ti0.06O3,Ib,Ba,42.0,-0.6854187,-1.4695718,1.3131547,0.45211673
913,Ca0.1Nd0.9Mg0.45Ti0.55O3,III,Ca,42.0,3.0021086,-2.2850025,-0.85114986,-1.3904026
914,CaZr0.9Ti0.1O3,III,Ca,42.0,3.1935787,1.7544582,-1.104534,-0.51008666
915,La0.4Sr0.6Al0.4Ti0.6O3,Ib,La,42.1,-1.9798797,-3.7296722,1.8668681,-0.39179856
916,CaLa2Nd2Ti4O15,III,Ca,42.3,0.9237141,-3.785826,0.08495775,-0.5006011
917,CaLa0.5Nd0.5Ti4O15,III,Ca,42.3,-0.798143,2.4770606,2.2906635,0.7208838
918,CaLa4Ti4O15,II,Ca,41.1,1.3995051,-3.8328705,-0.30872887,-0.39197302
919,Sr5Ta4O15,II,Sr,41.0,1.7708976,-2.3022633,-0.02416454,-0.12706007
920,Ca0.65Sm0.35Ti0.65Al0.35O3,II,Ca,41.0,2.6759458,-1.1182342,0.041139584,-1.01715
921,Ba0.75Sr0.25Zn0.3133Ta0.6267Ti0.06O3,Ib,Ba,40.0,-0.8361326,-1.2791011,1.5352879,0.46304473
922,BaHo0.5Ta0.5O3,II,Ba,39.6,1.8834002,0.9921594,1.7845174,0.45262733
923,BaSm0.5Nb0.5O3,II,Ba,39.7,0.8266967,1.8001736,2.292769,0.867676
924,BaYb0.5Ta0.5O3,Ib,Ba,39.7,0.981183,0.45365864,2.0128565,0.5640449
925,Ca0.65Ti0.65Sm0.315Nd0.035Al0.35O3,II,Ca,39.7,2.2673852,-1.4683088,-0.019587338,-0.93807393
926,BaGd0.5Nb0.5O3,II,Ba,40.0,0.9166473,1.3093095,2.2762148,0.745569
927,Ba2SrLaNb3O12,II,Ba,39.5,-0.23553886,2.9359126,2.309916,1.2574389
928,BaEu0.5Nb0.5O3,II,Ba,40.0,0.962958,1.348332,2.2539687,0.7244672
929,Sr5Nb4O15,II,Sr,40.0,0.18840851,-0.6235744,2.0282288,-0.02972643
930,CaFe0.5Nb0.5O3,III,Ca,40.0,2.490131,1.5390491,-0.5363563,-0.8513894
931,BaZn0.2667Co0.0667Nb0.6667O3,Ib,Ba,40.0,-1.3160173,-1.7977352,2.064787,-0.05075435
932,BaZn0.3333Nb0.6667O3,Ib,Ba,40.0,-0.69768906,-1.0602905,1.9828993,0.32928798
933,Ba0.3Sr0.7Zn0.3333Nb0.6667O3,Ib,Ba,40.0,-1.6033182,-2.189195,2.471232,-0.17580748
934,Ba8Ta4Ti3O24,Ib,Ba,40.0,-0.057115775,-3.635449,0.47419024,-0.3807485
935,Ca4ZnNb2TiO12,III,Ca,40.0,1.1616278,-0.46662208,0.016464064,-1.1752217
936,Ba3LiTa3Ti5O21,Ib,Ba,49.4,-4.516381,1.1556921,0.863883,0.76517975
937,Ca0.3355Nd0.7255Li0.225TiO3,III,Ca,101.0,-9.837773,-0.44617754,-3.1682441,-0.5124877
938,Pb0.6Ca0.4ZrO3,III,Pb,94.0,-8.007585,0.5933315,-1.2380508,-0.37678236
939,Pb0.48Ca0.52Fe0.475Nb0.475Sn0.05O3,II,Pb,94.3,-3.6270273,7.4393964,-3.7353723,-0.006021247
940,Ca0.4Sm0.4TiO3,III,Ca,94.5,-6.7765474,0.1793208,0.8877001,-0.22625843
941,Ca0.268Sm0.268Ti0.67Li0.165Sm0.165Ti0.33O3,III,Ca,95.5,-7.219916,0.06532168,-0.17545514,-0.94284654
942,Ca0.56Sm0.56Ti0.7Li0.15Nd0.15Ti0.3O3,III,Ca,98.0,-9.86047,-0.1290488,-3.5316122,-0.47514674
943,Ca0.28Sm0.28Ti0.7Li0.15Nd0.15Ti0.3O3,III,Ca,99.0,-7.7866573,0.17449003,-0.6453179,-0.9797435
944,Ca0.4Nd0.4TiO3,III,Ca,99.0,-7.04917,-0.021629147,0.6405771,-0.38570496
945,Pb0.5Ca0.5Fe0.45Nb0.45Sn0.1O3,II,Pb,99.6,-4.005217,7.3178344,-3.956147,-0.067383714
946,Ca0.6Sm0.2667TiO3,III,Ca,101.0,-8.412388,-1.2204592,0.49600595,-0.19157876
947,Pb0.5Ca0.5Fe0.475Nb0.475Sn0.05O3,II,Pb,102.0,-4.4661756,7.10958,-4.1407757,-0.069418095
948,Ca0.9La0.1Mg0.05Ti0.95O3,III,Ca,102.5,-6.2458444,1.3174481,-0.31367934,0.08874527
949,Ca0.61Nd0.26TiO3,III,Ca,103.0,-8.803548,-1.6162528,0.352382,-0.2769907
950,Ca0.3La0.1333Li0.25Nd0.25TiO3,III,Ca,105.0,-9.273097,-1.2743584,-1.2495043,-1.0148319
951,Ca0.61Nd0.26TiO3,III,Ca,108.0,-8.623891,-1.061555,0.030185493,-0.51351166
952,Pb0.48Ca0.52Fe0.45Nb0.45Sn0.1O3,II,Pb,93.6,-3.1710987,7.5102415,-3.4729505,-0.029558668
953,Pb0.45Ca0.55Fe0.5Nb0.5O3,II,Pb,92.6,-2.7172987,7.682051,-3.300112,0.14528638
954,Pb0.5Ca0.5Fe0.5Ta0.5O3,II,Pb,83.9,-0.4099036,6.0636406,-2.041371,-0.5407355
955,Pb0.45Ca0.55Fe0.45Nb0.45Sn0.1O3,II,Pb,85.0,-2.5487387,6.5066853,-2.213084,-0.06957828
956,Pb0.45Ca0.55Fe0.45Nb0.45Zr0.1O3,II,Pb,85.0,-2.423332,5.5828953,-1.5521542,-0.12463985
957,BaTi0.5Ga0.25Nb0.25O3,Ib,Ba,86.0,-7.7132854,-0.25073853,0.6731304,1.6906797
958,Pb0.45Ca0.55Fe0.475Nb0.475Sn0.05O3,II,Pb,86.3,-2.50595,7.555565,-3.0282917,-0.0001495744
959,Ca0.6La0.2667TiO3,II,Ca,109.0,-6.620036,0.069983624,1.0716808,0.38270348
960,Pb0.5Ca0.5Fe0.495Nb0.495Zr0.01O3,II,Pb,86.3,-2.9140882,7.39886,-3.1075602,0.04711872
961,Ca0.9Sm0.1Mg0.05Ti0.95O3,III,Ca,87.0,-4.8638415,1.3380684,0.49379796,0.06520861
