scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y,scatter5_x,scatter5_y
-2.4308484,7.4495263,0.17125982,1.2809507,1.5424587,-0.14511757,3.4239283,-1.5721351,3.1154053,0.3752115,,
-2.8580973,7.5738373,2.1964204,-1.9414164,0.6588099,-2.3642442,1.047882,-0.83949095,3.550626,0.6127687,,
-3.0786567,7.05016,2.1964204,-1.9414164,0.70423096,0.4837661,-0.8577957,0.32818377,4.0970855,-1.4220071,,
-2.0821934,7.323131,1.0043027,-1.9929506,0.8873842,0.614133,-1.220484,0.26984438,1.7183856,-4.9976144,,
-2.5713046,6.684302,0.9870931,-2.1136055,0.8806997,1.3466191,-0.7367179,4.679314,4.8271394,-0.8442631,,
-9.028607,-0.08293614,1.0043027,-1.9929506,1.0525947,0.93413514,0.09689575,4.6727195,4.8113194,-0.8935864,,
-10.216438,0.9895047,-1.9879574,-5.2619147,1.1297084,1.0674571,-0.19823334,4.627196,4.794746,-0.9427671,,
-9.698917,-0.8159302,0.3797925,-1.5437006,1.2319577,0.5708971,1.9634721,5.0324197,4.2877407,0.30256572,,
-10.047451,-1.1188874,-0.1249116,2.11727,1.3748345,0.3428344,-2.0177143,0.9725636,3.4191332,3.3112705,,
-8.796327,3.526,-0.5006652,-2.0864477,1.4386613,0.07678481,-3.9474068,4.960005,4.202136,1.9342222,,
-9.335969,1.5444558,-0.6573847,-3.226934,1.66871,-0.27546224,-0.90770584,0.6565189,4.0845757,1.9467033,,
-9.945186,-1.3653783,0.5348904,-2.0797698,2.0385306,-0.51251304,-2.305145,3.0915883,4.078156,1.9044676,,
-7.4625053,4.869757,-0.96201044,-0.56394285,2.0993717,-0.95451325,-1.9808915,4.3584003,3.9522731,2.0502427,,
-6.803439,4.691965,-9.037089,-0.6678838,1.5238683,-1.9277903,-1.1056634,3.99147,3.545669,0.56169415,,
-9.539107,-0.5095573,-7.9729233,0.3401393,0.2694748,-1.8524816,-1.0998037,2.9997568,3.5401368,0.5100538,,
-1.9829085,4.428872,-6.219842,0.22738248,-0.014838549,-2.4343681,-0.6464825,1.0279669,3.119984,0.4285198,,
0.4131022,4.2438297,-3.2319393,-0.9079194,-0.10365998,-3.0640903,1.0743613,1.3103837,4.8289995,-0.16052397,,
-2.8271222,6.8051567,-2.6151953,2.2239707,0.59977055,0.6900523,-9.506073,-0.5013437,2.931165,-2.9154036,,
-0.8057261,5.4237237,-0.21931213,-5.4846635,4.2236505,-1.4283762,-9.583673,-0.48971486,2.3600962,-2.9821672,,
-0.78497577,6.662299,-2.3314567,1.8051358,3.501553,-1.5859482,-7.9563866,0.6234238,1.3836353,-2.9421597,,
-0.4551727,5.146172,-2.3386223,1.8306556,4.5081587,-0.38703275,-7.670652,-0.7058433,-1.0306869,-1.5436935,,
-0.21784613,5.98621,-2.3455713,1.8556992,3.1358125,-1.4859462,-9.190359,0.07301804,-1.0306869,-1.5436935,,
-1.0264233,4.3927555,-2.3421237,1.843238,2.672355,2.5409129,-4.5593524,1.0877676,-5.855396,1.6196157,,
