scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y
4.2770066,-2.292125,0.4845539,-3.4420736,0.8634874,-0.41092137,2.9243124,2.627636
3.9123693,-0.93723065,-0.35016105,-3.6113567,0.8272009,-0.4502295,2.9243124,2.627636
4.0327997,-0.44274342,-1.8435746,-4.074112,0.7320083,-0.5467238,2.959877,2.706484
4.0472703,-0.39308503,-1.1011907,-2.657405,0.6315804,-0.64023423,2.9243124,2.627636
4.0970855,-1.4220071,-1.606015,-2.882539,1.7261671,-0.6235523,3.9292755,-2.4357455
4.657845,-1.6854346,2.7343762,-0.9475612,1.7004249,-0.66906744,3.2526162,-2.9042315
4.060547,-0.34681398,2.1845772,-1.1893474,1.6294951,-0.7817842,-0.33926255,0.98952836
4.0943747,-0.22514804,1.7856191,-1.5237432,1.5496242,-0.89249814,-3.9474068,4.960005
4.0372853,-0.42750663,0.43348548,-3.1866877,2.2289753,-0.6837199,-0.90770584,0.6565189
4.0347586,-0.3954968,0.32232794,-3.5816472,-1.0391097,0.25426307,-2.305145,3.0915883
5.056886,-1.2847193,2.1506736,-1.8277001,2.1504688,-0.8484255,-1.9808915,4.3584003
4.8471756,-1.3764943,1.4143927,-1.7806722,2.2806938,-1.3063782,-1.1056634,3.99147
4.8534517,-1.1341801,0.7881243,-1.142512,1.377912,-1.7790587,-0.6464825,1.0279669
3.8131669,-1.1928216,0.0060963533,0.65506613,1.9557469,-0.24694988,1.0743613,1.3103837
3.8996797,-0.35943186,0.7700854,-2.0810988,0.69438374,-1.7239746,-9.506073,-0.5013437
1.7560524,-3.2754092,1.4701426,-2.5518737,0.9910191,-1.7062927,-9.583673,-0.48971486
3.8869226,-0.40566579,-2.053499,-0.21223219,2.4857538,-0.07935518,-7.9563866,0.6234238
3.9653628,-1.499697,0.056438196,-1.6533352,2.7211378,0.010250849,-7.670652,-0.7058433
4.91053,-1.4676644,0.5804226,-2.990987,-0.91050845,0.30657172,-9.190359,0.07301804
4.1999364,-1.8374629,-0.17160963,-3.0495846,1.6984608,-3.5340397,-4.5593524,1.0877676
4.1999364,-1.8374629,0.8840168,-3.15696,2.3846478,-1.0728174,-1.0387571,4.8058577
3.8017206,4.0048656,2.7561467,-1.616153,4.087622,-1.6963916,-6.6068816,0.070655644
3.8730068,-0.45528665,2.69713,-1.7467731,3.7971041,-1.8774823,-9.600065,-1.0539117
4.3350444,4.522885,2.8312438,-1.4225906,3.890297,-1.3979048,-9.856022,-1.4129304
4.2683396,-3.1416962,-0.49361244,1.8177459,3.4239283,-1.5721351,-8.368009,-1.8796023
3.9321306,-0.23787892,2.1964204,-1.9414164,1.047882,-0.83949095,-5.742191,-2.1696017
3.8373544,-1.6192205,2.1964204,-1.9414164,-0.8577957,0.32818377,-9.739543,-0.9365997
4.7120976,-1.6206948,0.27125537,-2.6407208,-1.220484,0.26984438,-9.868161,-0.36512792
4.722315,-1.4720892,1.0043027,-1.9929506,1.170937,-3.983122,-9.28803,-0.5141677
3.500112,-1.4095329,0.9870931,-2.1136055,0.84181225,6.340766,-9.797361,-2.4964883
3.871363,-0.5133443,1.0043027,-1.9929506,1.9127,-1.9982724,-9.396516,-0.5588117
1.7560524,-3.2754092,-1.9879574,-5.2619147,1.2857782,-2.2856526,-9.870645,-1.0593904
3.8683472,-0.5663365,0.3797925,-1.5437006,0.95184785,-1.8107355,-1.1088074,3.3605418
,,-0.1249116,2.11727,0.38963225,-0.32538792,-0.5202548,-1.4929063
,,-0.5006652,-2.0864477,0.17125982,1.2809507,-9.985847,-1.141064
,,-0.6573847,-3.226934,-1.3922362,2.8493721,0.5425274,2.6004262
,,0.5348904,-2.0797698,-1.2203834,2.6463199,-8.934166,0.7055998
,,-0.96201044,-0.56394285,-1.0340487,2.3960295,-9.957316,-2.7293253
,,-7.9729233,0.3401393,-4.359238,6.6803503,-9.628837,-0.49340138
,,-6.219842,0.22738248,-2.7153764,7.341078,-9.901585,-1.7841637
,,-3.2319393,-0.9079194,-1.0923649,7.1397605,-9.890341,-1.7355595
,,-0.21931213,-5.4846635,0.8350069,5.9985123,-9.859597,-1.1971468
,,-2.3314567,1.8051358,-1.0998037,2.9997568,-9.579291,-0.41663858
,,-2.3386223,1.8306556,-4.430317,6.653088,-9.916306,-2.041979
,,-2.3455713,1.8556992,-1.1655202,7.159544,-8.136416,1.3959317
,,-2.3421237,1.843238,0.76626474,6.0097957,-6.7363095,2.328135
,,-9.473731,-2.9223955,-8.855459,2.2154665,-1.9078153,3.8822174
,,-10.084766,-3.727005,-3.7376845,6.8563027,-9.6939535,-2.7395403
