line0_x,line0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y,scatter4_x,scatter4_y
,,23.5,45.35795593261719,44.400001525878906,33.849403381347656,39.0,44.67493438720703,43.0,50.728797912597656
,,23.200000762939453,21.896289825439453,44.79999923706055,39.348365783691406,38.900001525878906,44.68021011352539,40.0,47.848297119140625
,,16.0,57.66061019897461,26.0,23.01198959350586,37.0,44.42426300048828,38.0,38.968223571777344
,,20.700000762939453,50.896339416503906,29.0,26.707706451416016,38.0,45.1750602722168,62.970001220703125,53.06178283691406
,,19.299999237060547,18.51598739624023,33.0,27.80103302001953,65.4000015258789,64.1688232421875,34.0,32.446022033691406
,,18.100000381469727,18.698719024658203,34.0,28.970401763916016,52.20000076293945,57.103126525878906,30.969999313354492,21.025333404541016
,,29.100000381469727,19.049848556518555,39.0,30.255929946899418,52.29999923706055,57.06007385253906,38.65999984741211,21.025333404541016
,,19.0,19.398284912109375,46.0,34.618492126464844,52.400001525878906,56.956878662109375,27.75,20.878009796142575
,,23.0,18.871915817260746,33.70000076293945,20.480815887451172,52.0,56.860984802246094,33.0099983215332,21.025333404541016
,,23.399999618530273,27.402446746826172,34.0,21.05445098876953,46.599998474121094,53.625511169433594,27.0,25.994659423828125
,,16.700000762939453,17.710960388183594,30.200000762939453,27.42711639404297,46.70000076293945,53.57509994506836,29.31999969482422,31.286924362182617
,,24.0,18.377105712890625,32.900001525878906,28.425281524658203,46.79999923706055,53.45397186279297,34.900001525878906,41.91674041748047
,,21.0,17.055526733398438,34.29999923706055,29.256916046142575,46.5,53.34062194824219,59.29999923706055,55.394256591796875
,,20.0,19.178422927856445,35.20000076293945,30.18472671508789,41.400001525878906,51.5,49.209999084472656,40.13123321533203
,,22.5,18.670551300048828,33.20000076293945,30.97344207763672,65.69999694824219,64.15392303466797,44.36000061035156,62.88346862792969
,,20.0,17.641056060791016,31.700000762939453,25.573204040527344,41.5,51.32238006591797,40.45000076293945,57.05003356933594
,,20.0,18.681697845458984,34.20000076293945,23.93899917602539,43.5,54.51329803466797,35.22999954223633,55.844482421875
,,20.0,18.919403076171875,37.20000076293945,22.526134490966797,41.5,53.29867935180664,54.310001373291016,47.54743576049805
,,37.0,29.575233459472656,42.0,21.27906036376953,49.400001525878906,56.57065200805664,44.2400016784668,40.14703369140625
,,24.0,18.69089126586914,32.400001525878906,21.564132690429688,45.20000076293945,54.57593536376953,100.0999984741211,61.627098083496094
,,24.200000762939453,23.478435516357425,29.299999237060547,28.776384353637695,45.20000076293945,56.59949493408203,105.0999984741211,60.649627685546875
,,23.0,19.175640106201172,50.79999923706055,24.27286148071289,47.5,53.83880615234375,97.5999984741211,46.36717987060547
,,23.399999618530273,27.142547607421875,39.5,22.2338809967041,46.5,52.60171127319336,89.4000015258789,48.9080810546875
,,17.0,17.649169921875,34.900001525878906,29.70711898803711,65.5999984741211,64.14924621582031,103.0,58.728485107421875
,,17.100000381469727,19.603004455566406,46.20000076293945,25.86913299560547,41.099998474121094,50.16350555419922,70.5999984741211,47.34479522705078
,,18.100000381469727,19.603004455566406,29.5,25.420013427734375,39.70000076293945,51.68450164794922,72.0,72.50128173828125
,,19.0,40.786415100097656,29.600000381469727,25.44958114624023,22.739999771118164,32.616310119628906,95.5,45.22877502441406
,,19.0,19.690834045410156,28.399999618530273,25.447696685791016,25.84000015258789,35.87275695800781,129.0,107.11873626708984
,,20.700000762939453,48.83281707763672,30.200000762939453,25.45232391357422,29.3799991607666,40.703609466552734,127.0,104.1164093017578
,,20.799999237060547,25.242267608642575,34.099998474121094,38.62620544433594,32.849998474121094,44.76531982421875,101.0,92.27531433105467
,,21.0,17.393972396850586,29.100000381469727,25.593746185302734,50.209999084472656,57.583213806152344,73.0,88.18364715576172
