formula,sintering_temp_C,sintering_time_h,sintering_time_missing,crystal_system,phase_transition,epsilon_r
Ba1Ti0.1Co0.45W0.45O3,1425,4.0,1,perovskite,0,24.0
Ba0.98Zn0.5W0.5O2.98,1250,4.0,1,cubic,0,24.0
Ba1Mg0.333Ta0.667O3,1640,4.0,1,trigonal,0,24.0
Ca1Pr0.5Ta0.5O3,1600,4.0,1,monoclinic,0,24.0
Ba1Mg0.283Ta0.567Sn0.15O3,1640,4.0,1,hexagonal,0,24.0
Ba1Ti0.5Ni0.25W0.25O3,1425,4.0,1,perovskite,0,24.2
Ba1Hf1O3,1750,4.0,1,cubic,0,24.2
Ba1Mg0.33Ta0.63Ti0.017W0.017O3,1600,4.0,1,hexagonal,0,24.5
Ba0.9925Mg0.33Ta0.67O3,1600,4.0,1,hexagonal,0,24.7
Ba1Mg0.33Ta0.53Ti0.067W0.067O3,1590,4.0,1,perovskite,0,23.6
Sr1Hf1O3,1750,4.0,1,orthorhombic,0,23.5
Ca1Li0.2333Nb0.4667Sn0.3O3,1150,4.0,1,orthorhombic,0,22.6
Ba0.99Zn0.5W0.5O2.99,1250,4.0,1,cubic,0,23.0
Ca1La0.5Ta0.5O3,1600,4.0,1,monoclinic,0,23.0
Nd1Mg0.5Ti0.5O3,1650,4.0,1,perovskite,0,23.0
Ca0.07Mg0.93Ti1O3,1150,4.0,1,perovskite,1,23.0
La1Al1O3,1650,4.0,1,rhombohedral,0,23.4
Ba1Zn0.1667Co0.1667Ta0.2222Nb0.2222Sb0.2222O3,1575,4.0,1,perovskite,0,24.9
Ba1Co0.3333Ta0.6667O3,1500,4.0,1,hexagonal,0,25.0
Ca1Er0.5Ta0.5O3,1600,4.0,1,monoclinic,0,26.4
Ba1Ti0.3Zn0.35W0.35O3,1420,4.0,1,perovskite,0,26.4
Ba1Ti0.55Ni0.225W0.225O3,1425,4.0,1,perovskite,0,26.5
Ca1Eu0.5Ta0.5O3,1600,4.0,1,monoclinic,0,26.8
Ca1Y0.5Ta0.5O3,1600,4.0,1,monoclinic,0,27.0
Ca0.6Ba0.4Y0.5Ta0.5O3,1600,4.0,1,perovskite,0,27.0
Ba5Nb2Ta2O15,1475,4.0,1,hexagonal,0,27.0
Ba1Mg0.1333Zn0.2Ta0.6667O3,1600,4.0,1,hexagonal,0,27.0
Ca1Zr1O3,1515,4.0,1,orthorhombic,0,27.0
Ba1Mg0.3Ta0.6Ti0.1O3,1600,4.0,1,trigonal,0,26.3
Ca1Yb0.5Ta0.5O3,1600,4.0,1,monoclinic,0,25.8
Sr2Al1Nb1O6,1600,4.0,1,perovskite,0,25.0
Sm1Mg0.5Ti0.5O3,1650,4.0,1,orthorhombic,0,25.0
Nd1Al1O3,1650,4.0,1,rhombohedral,0,22.3
Ca1Li0.3Nb0.6Sn0.1O3,1150,4.0,1,perovskite,0,25.2
Ba1Ti0.5Zn0.25W0.25O3,1420,4.0,1,cubic,0,25.4
Ba5Nb3Ta1O15,1500,4.0,1,hexagonal,0,25.7
Ca1Sm0.5Ta0.5O3,1600,4.0,1,monoclinic,0,25.8
Ba1Mg0.3183Ta0.67O3,1600,4.0,1,hexagonal,0,25.1
Ba1Yb0.5Ta0.5O3,1700,4.0,1,cubic,0,22.1
Ba1Mg0.5W0.5O3,1550,4.0,1,cubic,0,17.0
Ba1Mg0.34W0.35Ti0.31O3,1500,4.0,1,hexagonal,0,17.1
Ba1Ni0.5W0.5O3,1450,4.0,1,cubic,0,17.1
Ba1Mg0.33Ta0.13Ti0.267W0.267O3,1560,4.0,1,hexagonal,0,17.4
Dy1Al1O3,1650,4.0,1,orthorhombic,0,17.6
Ba1Ni0.5W0.5O3,1450,4.0,1,cubic,0,18.1
Sr1Ni0.5W0.5O3,1570,4.0,1,cubic,0,18.3
Gd1Al1O3,1650,4.0,1,orthorhombic,0,18.4
Sr2Al1Nb1O6,1550,4.0,1,perovskite,0,19.0
Ba1.2Sr0.8Sm1Sb1O6,1500,4.0,1,perovskite,0,19.0
Ba1Zn0.5W0.5O3,1250,4.0,1,cubic,0,19.0
Nd1Mg0.47Ba0.03Sn0.5O3,1600,4.0,1,cubic,0,19.1
Ba1Mg0.33W0.35Ti0.32O3,1500,4.0,1,hexagonal,0,16.3
Er1Al1O3,1650,4.0,1,orthorhombic,0,16.3
Pb0.6Ca0.4Fe0.45Nb0.45Sn0.1O3,1150,4.0,1,cubic,0,142.6
Ba1Mg0.335W0.335Ti0.33O3,1500,4.0,1,perovskite,0,13.1
Ba1Ti0.39Co0.305W0.305O3,1400,4.0,1,perovskite,0,14.0
Ba1Mg0.35W0.33Ti0.32O3,1500,4.0,1,hexagonal,0,14.4
Nd1Mg0.45Co0.05Sn0.5O3,1550,4.0,1,perovskite,0,19.2
Ba1Mg0.34W0.32Ti0.34O3,1500,4.0,1,hexagonal,0,14.4
Ba1Mg0.34W0.33Ti0.33O3,1500,4.0,1,hexagonal,0,15.1
Ba1Mg0.35W0.34Ti0.31O3,1500,4.0,1,hexagonal,0,15.4
Ba1Mg0.33W0.33Ti0.33O3,1550,4.0,1,hexagonal,0,15.4
Ba1Mg0.33W0.34Ti0.33O3,1500,4.0,1,hexagonal,0,15.6
Y1Al1O3,1650,4.0,1,hexagonal,0,15.7
Sr2Sm1Sb1O6,1550,4.0,1,perovskite,0,16.0
Ba1Mg0.34W0.32Ti0.34O3,1500,4.0,1,hexagonal,0,14.5
Ba0.5Sr0.5Zn0.1667Co0.1667Ta0.2222Nb0.2222Sb0.2222O3,1550,4.0,1,perovskite,0,27.0
Ca1La0.5Ta0.5O3,1500,4.0,1,monoclinic,0,19.5
Ba2Sm1Sb1O6,1500,4.0,1,cubic,0,20.7
Sr0.985La0.01Mg0.5W0.5O3,1550,4.0,1,tetragonal,0,20.7
Ba2Mg0.9Ca0.1W1O6,1500,4.0,1,cubic,0,20.8
Ca1Sm0.5Nb0.5O3,1500,4.0,1,perovskite,0,20.9
Ba0.95Zn0.5W0.5O2.95,1250,4.0,1,cubic,0,21.0
Nd1Mg0.5Sn0.4Ti0.1O3,1550,4.0,1,perovskite,0,21.1
Ba1Ti0.4Zn0.3W0.3O3,1420,4.0,1,hexagonal,0,21.2
Ca1Yb0.5Ta0.5O3,1500,4.0,1,perovskite,0,21.2
Sr1Co0.5W0.5O3,1450,4.0,1,cubic,0,21.2
Ca1Hf1O3,1750,4.0,1,orthorhombic,0,21.4
Ba1Ti0.45Ni0.275W0.275O3,1425,4.0,1,perovskite,0,21.6
Ca1La0.5Nb0.5O3,1500,4.0,1,perovskite,0,20.6
Nd1Mg0.43Ca0.07Sn0.5O3,1550,4.0,1,perovskite,0,19.5
Ca1Sm0.5Ta0.5O3,1500,4.0,1,perovskite,0,19.6
Ba1Mg0.33Ta0.33Ti0.167W0.167O3,1580,4.0,1,rhombohedral,0,19.7
Ba1Co0.5W0.5O3,1390,4.0,1,cubic,0,19.3
Ba1Mg0.46W0.46Ti0.08O3,1500,4.0,1,cubic,0,20.0
Ba1Mg0.333Ta0.567W0.05Ti0.05O3,1550,4.0,1,rhombohedral,0,20.0
Ba1Ti0.4Ni0.3W0.3O3,1425,4.0,1,hexagonal,0,20.0
Ba1Mg0.49Y0.006667W0.496667O3,1575,4.0,1,cubic,0,20.0
Ba0.97La0.02Mg0.5W0.5O3,1450,4.0,1,cubic,0,20.0
Ba1La0.5Ta0.5O3,1450,4.0,1,cubic,0,27.1
Sr1La0.5Ta0.5O3,1500,4.0,1,cubic,0,27.1
Sr1Nd0.5Ta0.5O3,1500,4.0,1,cubic,0,27.1
Ba1Ho0.5Ta0.5O3,1625,4.0,1,tetragonal,0,33.5
Ba8Zn1Nb5.4Sb0.6O24,1425,4.0,1,perovskite,0,33.6
Ba0.99Co0.2333Zn0.1Nb0.6667O3,1450,4.0,1,hexagonal,0,33.7
Ba2Sr3Ta4O15,1600,4.0,1,hexagonal,0,33.7
Sr0.35Ba0.65Y0.5Nb0.5O3,1600,4.0,1,perovskite,0,33.8
Ba0.99La0.0067Co0.2333Zn0.1Nb0.6667O3,1425,4.0,1,perovskite,0,34.0
Ba10Ta7.52Ti0.48O30,1400,4.0,1,hexagonal,0,34.0
Ca0.5Sm0.5Mg0.25Ti0.75O3,1550,4.0,1,perovskite,0,34.0
Sr1Gd0.5Nb0.5O3,1575,4.0,1,perovskite,0,34.0
Ba3Sr2Ta4O15,1575,4.0,1,hexagonal,0,33.2
Sr0.5La0.5Ti0.5Al0.5O3,1550,4.0,1,cubic,1,33.0
Li0.774Zr0.057Nb1O3,1150,4.0,1,orthorhombic,0,33.0
Ba1Yb0.5Ta0.5O3,1625,4.0,1,perovskite,0,32.0
Ca1Er0.5Nb0.5O3,1550,4.0,1,perovskite,0,32.0
Sr1Nd0.5Ta0.5O3,1600,4.0,1,perovskite,0,32.0
Sr1Ho0.5Nb0.5O3,1600,4.0,1,perovskite,0,32.0
Sr1Y0.5Nb0.5O3,1600,4.0,1,perovskite,0,32.0
Ba1Co0.33Nb0.665Y0.005O3,1380,4.0,1,perovskite,0,34.0
Sr1Er0.5Nb0.5O3,1575,4.0,1,perovskite,0,32.0
Ba1Sn0.226Zn0.258Nb0.516O3,1500,4.0,1,cubic,0,32.0
Ba5Nb3Ta1O15,1435,4.0,1,hexagonal,0,32.2
Ba6Nb4Zr1O18,1625,4.0,1,rhombohedral,0,32.4
Sr0.05Ba0.95Y0.5Ta0.5O3,1600,4.0,1,perovskite,0,32.5
Ba1Ti0.1Zn0.45W0.45O3,1380,4.0,1,cubic,0,33.0
Ba0.95Sr0.05Y0.5Ta0.5O3,1600,4.0,1,perovskite,0,33.0
Ba0.95Ca0.05Yb0.475Y0.025Nb0.5O3,1600,4.0,1,perovskite,0,34.0
Ba1Yb0.5Nb0.5O3,1600,4.0,1,perovskite,0,36.0
Ba1Tb0.5Ta0.5O3,1625,4.0,1,tetragonal,0,36.0
Pb0.2Ca1.1333Nb0.6667O3,1350,4.0,1,perovskite,0,36.0
Ba1Zn0.3333Nb0.6667O3,1400,4.0,1,hexagonal,0,36.0
Sr1Sm0.5Nb0.5O3,1575,4.0,1,perovskite,0,36.0
Ca4Ni1Nb2Ti1O12,1550,4.0,1,orthorhombic,0,36.0
Ca4.88Co0.12Ta2Ti1O12,1625,4.0,1,orthorhombic,0,36.0
Ba8Ta4.32Ti2.6O24,1400,4.0,1,hexagonal,0,36.0
Sr3La1Nb3O12,1430,4.0,1,hexagonal,0,36.0
La6Mg1Ti4O18,1625,4.0,1,perovskite,0,36.3
Sr0.05Ba0.95Y0.5Nb0.5O3,1600,4.0,1,perovskite,0,36.3
Ba1Nd0.5Ta0.5O3,1500,4.0,1,perovskite,0,36.0
La0.5Sr0.5Al0.5Ti0.5O3,1680,4.0,1,perovskite,0,35.9
Ba1Zn0.0833Mg0.25Nb0.6667O3,1500,4.0,1,hexagonal,0,34.0
Ba2Sr1Y1Nb3O12,1450,4.0,1,rhombohedral,0,34.1
La0.8333Ti0.5Al0.5O3,1425,4.0,1,orthorhombic,0,34.4
Ba1Co0.2333Zn0.1Nb0.6667O3,1400,4.0,1,hexagonal,0,34.5
Ba1Sr2Y1Nb3O12,1450,4.0,1,rhombohedral,0,34.7
Sr1Tb0.5Nb0.5O3,1575,4.0,1,perovskite,0,34.0
Ba10Ta7.04Ti1.2O30,1400,4.0,1,hexagonal,0,35.0
Sr1Cr0.5Nb0.5O3,1600,4.0,1,cubic,0,35.0
Ba1Ni0.1167Zn0.2167Nb0.6667O3,1450,4.0,1,hexagonal,0,35.0
Ca4.75Ni0.25Ta2Ti1O12,1625,4.0,1,perovskite,0,35.0
Ba2Sr3Ta4O15,1575,4.0,1,hexagonal,0,35.2
cCa0.05Ba0.95Y0.5Nb0.5O3,1550,4.0,1,perovskite,0,35.2
Ba1Zn0.2Co0.1333Nb0.6667O3,1450,4.0,1,perovskite,0,35.5
Ba1Eu0.5Ta0.5O3,1625,4.0,1,perovskite,0,37.0
Ba1Ni0.3Nb0.6Zr0.1O3,1650,4.0,1,perovskite,0,31.8
Ba1Sr4Ta4O15,1600,4.0,1,hexagonal,0,31.7
La5Al1Ti3O15,1600,4.0,1,hexagonal,0,28.1
Ba1Zn0.5W0.5O3,1340,4.0,1,cubic,0,28.1
Ca1Ho0.5Ta0.5O3,1600,4.0,1,monoclinic,0,28.2
La1Mg0.5Ti0.5O3,1650,4.0,1,monoclinic,0,29.0
Ba0.95Sr0.05Zn0.475Ga0.025Ta0.6583O3,1550,4.0,1,perovskite,0,29.0
Ba1Zr0.0215Zn0.272Ni0.0542Ta0.6523O3,1510,4.0,1,hexagonal,0,29.0
Sr1Tb0.5Ta0.5O3,1600,4.0,1,perovskite,0,29.0
Ba1Hf1O3,1750,4.0,1,cubic,0,29.1
Ca1Li0.3333Nb0.6667O3,1150,4.0,1,perovskite,0,29.6
Sr1Nd0.5Nb0.5O3,1500,4.0,1,perovskite,0,29.7
Ba1Ti0.6Ni0.2W0.2O3,1425,4.0,1,hexagonal,0,29.8
Ba5Ta4O15,1550,4.0,1,hexagonal,0,28.0
Pr1Mg0.5Ti0.5O3,1650,4.0,1,perovskite,0,28.0
Sr1Y0.5Ta0.5O3,1600,4.0,1,monoclinic,0,28.0
Sr1Ho0.5Ta0.5O3,1600,4.0,1,perovskite,0,28.0
Ca1Gd0.5Ta0.5O3,1600,4.0,1,monoclinic,0,27.2
Sr1La0.5Nb0.5O3,1500,4.0,1,cubic,0,27.5
La1Mg0.5Ti0.5O3,1600,4.0,1,monoclinic,0,27.6
Sr1Sm0.5Ta0.5O3,1500,4.0,1,perovskite,0,27.7
Ba1Mg0.1333Zn0.2Ta0.6667O3,1575,4.0,1,hexagonal,0,27.7
Nd1Mg0.5Ti0.5O3,1650,4.0,1,monoclinic,0,28.0
Ca1Li0.3167Nb0.6333Zr0.05O3,1150,4.0,1,orthorhombic,0,29.9
Ba1Tb0.5Ta0.5O3,1625,4.0,1,perovskite,0,28.0
Ba1Zn0.3333Ta0.6667O3,1350,4.0,1,hexagonal,0,28.0
Ca0.6Ba0.4Yb0.5Ta0.5O3,1600,4.0,1,perovskite,0,28.0
Ba1Zr0.0215Ni0.0542Zn0.272Ta0.6523O3,1520,4.0,1,hexagonal,0,28.0
Ca1Ho0.5Ta0.5O3,1600,4.0,1,monoclinic,0,28.0
Sr1Dy0.5Ta0.5O3,1600,4.0,1,perovskite,0,28.0
Ca1Zr0.8Ti0.2O3,1470,4.0,1,cubic,0,28.0
Sr1Sm0.5Nb0.5O3,1500,4.0,1,monoclinic,0,31.8
Ca1Dy0.5Ta0.5O3,1600,4.0,1,monoclinic,0,30.0
La1Co0.5Ti0.5O3,1440,4.0,1,orthorhombic,0,30.0
Sr1Al0.5Nb0.5O3,1600,4.0,1,perovskite,0,31.0
Sr1Yb0.5Nb0.5O3,1600,4.0,1,perovskite,0,31.0
Ca0.4Sm0.6Mg0.3Ti0.7O3,1550,4.0,1,perovskite,0,31.0
Ca4Mg1Ta2Ti1O12,1625,4.0,1,perovskite,0,31.0
Ca4Ni1Ta2Ti1O12,1625,4.0,1,orthorhombic,0,31.0
Ba1Ni0.3333Nb0.6667O3,1400,4.0,1,cubic,0,31.0
Ba1Mg0.3333Nb0.6667O3,1350,4.0,1,hexagonal,0,31.0
Ba4Sr1Ta4O15,1575,4.0,1,hexagonal,0,31.1
Ca1Li0.2333Nb0.4667Zr0.3O3,1150,4.0,1,orthorhombic,0,31.1
Ba1Mg0.25W0.25Ti0.5O3,1500,4.0,1,hexagonal,0,31.2
Ba1Zn0.5W0.5O3,1420,4.0,1,cubic,0,31.4
Ba1Zn0.3Ta0.6Ti0.4O3.6,1320,4.0,1,hexagonal,1,31.5
Sr1Sm0.5Ta0.5O3,1600,4.0,1,perovskite,0,31.0
Sr1La0.5Ta0.5O3,1600,4.0,1,perovskite,0,31.0
Ba0.9875Sr0.0125Zn0.475Ga0.025Ta0.6583O3,1600,4.0,1,perovskite,0,31.0
Ba0.9875Sr0.0125Zn0.3167Ga0.025Ta0.6583O3,1500,4.0,1,perovskite,0,31.0
Ca1Li0.2857Nb0.5715W0.1428O3,1150,4.0,1,perovskite,0,30.0
Ba5Ta4O15,1550,4.0,1,hexagonal,0,30.0
Ba1Zr0.03Ni0.0417Zn0.2817Ta0.6467O3,1520,4.0,1,hexagonal,0,30.0
Ba1Zr0.05Zn0.32Ta0.63O3,1500,4.0,1,hexagonal,0,30.0
Sr1Li0.3078Nb0.4613W0.231O3,1450,4.0,1,perovskite,0,30.0
Ba1Yb0.5Nb0.5O3,1700,4.0,1,orthorhombic,0,30.0
Ca1Li0.3Nb0.6Zr0.1O3,1150,4.0,1,orthorhombic,0,30.1
Ba8Zn1Ta6O24,1400,4.0,1,hexagonal,0,30.5
Sr1Li0.3889Nb0.5W0.2O3,1450,4.0,1,monoclinic,0,31.0
Sr0.15Ba0.85Yb0.5Ta0.5O3,1600,4.0,1,perovskite,0,31.0
Sr0.625Ce0.25Ti1O3,1375,4.0,1,cubic,1,143.0
